Datetime,Latitude,Longitude,Message,Number of Records
11/4/2012 3:58:25 AM,10000,10000,Please be careful if you donate to help the people and animals affected by Hurricane Sandy! http://t.co/SO6wJkTO,1
11/6/2012 2:26:41 AM,10000,10000,Playing Dead Island with The GF Donate to the Red Cross for Hurricane Sandy Victims Link is below : http://t.co/GVXOuBrx,1
11/3/2012 3:35:21 AM,25.7743,-80.1903,Photo: (Made with @Tweegram App) Please text REDCROSS to 90999 to donate $10 to the hurricane relief effort.... http://t.co/gAHWyXGp,1
11/3/2012 1:47:03 PM,41.4037,-73.4594,#photography (feed) : Please help the American Red Cross help those in Hurricane Sandy's path: http:... http://t.co/Bc9zkbGd @RickSammon,1
11/5/2012 1:55:38 PM,39.9516,-75.1638,Philly! We'll be collecting supplies/clothes & non-perishable food items Mon & Tues at @ChatterBlast . Please help victims Hurricane #Sandy.,1
11/2/2012 4:35:10 PM,39.9516,-75.1638,Philadelphia Union Official Site: How You Can Help Hurricane Sandy Victims: The American Red Cross is Supporting... http://t.co/5KzBdsxj,1
11/4/2012 5:36:22 PM,40.7719,-73.9306,@pfvjr Please RT donate 2 victims of Hurricane Sandy by shipping items to Occupy Sandy relief outpost Church in Bklyn http://t.co/WnDJXxoU,1
11/2/2012 7:11:54 PM,41.0769,-85.134,Pets in need of blood on East Coast: Hurricane Sandy has placed a demand for animal blood on states a... http://t.co/oRP06zqr #fortwayne,1
11/3/2012 1:46:11 AM,42.3302,-83.0459,"People, Txt REDCROSS to 90999 to donate $10 to help the victims of hurricane #Sandy. Please RT to get the word out.",1
11/1/2012 10:45:18 PM,44.6462,-63.5736,People affected by #Hurricane #Sandy need our help! Text REDCROSS to 90999 to donate $10. Or go to http://t.co/XPK9H7cy,1
11/2/2012 11:57:13 AM,43.5009,-70.4428,Patriot Subaru will match $5000 in donations to the Red Cross Hurricane Relief Fund.  Click here for details:... http://t.co/lKDmDprb,1
11/5/2012 11:47:33 PM,40.6067,-74.1624,Part of the proceeds to benefit the Red Cross in NY for the Hurricane Relief...please share... http://t.co/nWKj9VTZ,1
11/1/2012 12:15:07 AM,39.7496,-105.216,Page 1 Solutions Using Google+ to Help Victims of Hurricane Sandy. Read more to see how you can help: http://t.co/UEeA8c8l,1
11/1/2012 10:14:34 PM,10000,10000,#packThePit at 7pm in al Lawson! support #FAMUbasketball &bring clothes for hurricane sandy victims!,1
11/5/2012 1:32:20 PM,-84.2807,30.4383,@PacebookRunClub @am588 @procompression - all proceeds go to Hurricane Sandy relief efforts.,1
10/30/2012 8:26:44 PM,38.7904,-89.9794,Our thoughts are with everyone dealing with Sandy's aftermath. RT @daniellelaporte: How To Help After Hurricane Sandy http://t.co/bm34vBtm,1
10/30/2012 5:21:54 PM,32.5641,-117.044,Our thoughts are with all those affected by Hurricane Sandy. Please donate to the Red Cross at their website: http://t.co/RGyl4dMF.,1
10/31/2012 5:34:36 PM,30.3651,-88.5486,Our thoughts and prayers are with those affected by Hurricane Sandy. Here are some tips from the Red Cross on... http://t.co/GsCaATnF,1
11/2/2012 2:50:18 PM,41.8795,-87.6243,Our #kids #book series sales this week will send 30% to #RedCross for Hurricane #Sandy relief. #kidlit #parenting - http://t.co/zd8xpLxS,1
11/1/2012 1:50:47 PM,10000,10000,Our Hurricane Sandy Relief  phone bank with the Red Cross is underway. Please call 865-584-2999 to donate. #6News #RedCross #HurricaneRelief,1
11/1/2012 3:57:12 PM,34.098,-118.327,Our hearts go out to everyone impacted by Hurricane Sandy. Please text REDCROSS to 90999 to make a $10 donation to contribute.,1
11/1/2012 6:45:18 PM,42.3589,-71.0578,Our friends @thredUP are collecting money for Hurricane #Sandy relief. Donate? Maybe send clothing for cash donations? http://t.co/eO6Mdwcx,1
11/2/2012 4:31:36 AM,35.2314,-80.8458,Our followers pull through! Keep those Hurricane Sandy relief orders coming! http://t.co/8Jv0JT9w,1
11/3/2012 8:51:29 PM,39.9593,-74.1903,Our area is in need of major help! The littlest things that you can do would be great. Please donate &lt;3 #jerseystrong #hurricane sandy,1
11/4/2012 10:40:06 PM,10000,10000,Other great ways to help NYC hurricane victims: http://t.co/ablqvtms  #Sandy #NYC #NewYork @occupysandy,1
11/2/2012 10:46:36 PM,51.2538,-85.3232,@OSH74 @BMTUND Support Hurricane Sandy relief efforts by buying a screensaver!  http://t.co/ka0pNFT5,1
11/4/2012 3:33:08 PM,10000,10000,"Open @ 11 for brunch.1st Bloody Mary/ mimosa $3! Pancakes,Fr toast,stratta!100% of Sun proceeds go to hurricane relief! http://t.co/X33Afzdw",1
11/5/2012 12:58:40 PM,41.6032,-73.0877,On way to NYC for this on @KatieShow! ﾓ@ABC: Participate in ABC's #DayofGiving Today to Help Hurricane Sandy Victims\http://t.co/uPL9I5pLﾔ,1
11/3/2012 1:11:14 AM,40.7561,-73.987,"OK, done. Donated $10 by texting REDCROSS to 90999 to those affected by Hurricane Sandy. Who's next? #SandyHelp",1
11/6/2012 12:23:17 AM,10000,10000,@OfficialKimora pls RT: NY & NJ still need help! Buy hurricane Sandy Relief Shirt.100%Profits 2 Those Affected By Sandy http://t.co/1vq57ywi,1
11/3/2012 4:14:18 AM,39.9473,-75.175,"@ochocinco Please support my friends from Long Beach Island, NJ by RTing. Visit http://t.co/Ga3mEgZd for Hurricane Relief T-shirts. Thanks!",1
11/5/2012 7:41:49 PM,41.1634,-74.0562,#OccupySandy using #Amazon Gift Registry to collect donations for victims of hurricane via @hreins http://t.co/4oYyKv1i,1
11/5/2012 6:57:39 PM,40.7029,-74.3788,Occupy Sandy!  More ways to help with the hurricane recovery: Occupy Sandy is a coordinated relief effort to help... http://t.co/6M8QKJIt,1
11/2/2012 9:04:31 PM,-22.9035,-43.2096,@ObamaNews\Blog Post: How to Help the Survivors of Hurricane Sandy Clean-up http://t.co/4XvwU5Xe http://t.co/RG9RVxdZ,1
10/30/2012 4:15:27 PM,40.7144,-74.006,"Obama campaign e-mails about Hurricane Sandy, urges Red Cross donations.",1
11/5/2012 6:10:45 PM,40.7561,-73.987,Nyc look in your closet and donate any clothing you can spare to your local church to help victims of hurricane sandy #charity,1
11/3/2012 12:04:56 AM,10000,10000,"#NW Hurricane Sandy: Coming Together benefit #SandyHelp http://t.co/38Pcy4CJ or call 1-800-HELP-NOW, or text REDCROSS to 90999 to donate $10",1
11/3/2012 12:33:28 AM,42.934,-78.8804,"""@NPCTEXAS: #SandyHelp Text \""""Red Cross\"""" to 909-99 to donate $10 to hurricane victims. And put on NBC now.&gt; yes!!""",1
10/31/2012 6:02:51 PM,42.4606,-83.1346,Now would be a good time to consider donating money and resources to help those displaced by the hurricane. Help if you can.,1
11/2/2012 9:37:12 PM,40.6752,-73.971,"@nowthisnews\No More Marathon - Volunteer For Hurricane Sandy Relief Instead. Heres how, in any NYC neighborhood. http://t.co/gNKmGitE",1
11/1/2012 10:55:02 PM,10000,10000,"'Now Is the Time': Donate to Help Those Affected by Hurricane Sandy - Point Pleasant, NJ Patch http://t.co/QfyVzvpt",1
11/1/2012 8:05:59 PM,37.4316,-78.6569,"NoVa, looking for a way to help those impacted by Hurricane Sandy?  Here's one way - http://t.co/cw1mnxXQ",1
11/5/2012 2:35:03 AM,10000,10000,Not in New York or New Jersey and want to help hurricane victims? Have items shipped to a relief center: http://t.co/CtP8hsfQ,1
11/5/2012 7:01:22 PM,42.7009,-73.1087,Northern Berkshire Hurricane Relief\2 hours ago.**Donations for Victims of Hurricane Sandy**\\Northern Berkshire... http://t.co/CHAFs3ZA,1
11/3/2012 5:55:12 PM,10000,10000,@NickyDiamonds should make a shirt to help out the victims of hurricane sandy and support the cause! Use the money to benefit the victims,1
11/4/2012 5:39:59 PM,10000,10000,@NiallOfficial Hey RT to help out your fans affected by Hurricane Sandy? http://t.co/cNMbZzS9,1
10/31/2012 11:37:27 AM,39.0458,-76.6413,@NiallOfficial Help those affected by Hurricane Sandy by texting REDCROSS to 90999 or making a donation at http://t.co/0RtU4qhL. RT please!,1
10/31/2012 6:53:02 PM,10000,10000,#NHL fans donate your season tickets  RT @NHL _: Want to help victims of Hurricane #Sandy? Here's how http://t.co/YGOWCOAO,1
10/31/2012 5:31:24 PM,37.0902,-95.7129,NHL encourages support for Hurricane Sandy victims: The American Red Cross is responding across multiple ... http://t.co/j9rHifxo - #NHL,1
10/31/2012 9:42:57 PM,40.7561,-73.987,.@NHL encourages support for Hurricane #Sandy victims http://t.co/V46tlHOR,1
11/4/2012 2:30:26 AM,40.7499,-73.988,New York City Marathon Runners Race To Help Hurricane Sandy Victims In Staten Island http://t.co/FXZlFUme #sandy #nyc #NYCMarathon,1
11/1/2012 9:35:50 PM,40.6752,-73.971,.@newyorkcares now has projects you can sign up for to help with Hurricane #Sandy relief. Learn more: http://t.co/OL8hafDk,1
11/1/2012 12:37:57 PM,10000,10000,#NEWS #MASHABLE | iTunes Accepting Red Cross Donations For Hurricane Sandy Victims http://t.co/uWYrxyAV | #TECH - @HCP520,1
11/3/2012 5:51:52 PM,29.9918,-95.3927,#NEWS | Mary J. Blige Hurricane Sandy Telethon Performance: Click here to donate to the Red ... http://t.co/eXyxrZfQ | #HIPHOP #RNB #RAP,1
10/31/2012 4:12:04 PM,41.8795,-87.6243,New post -- Sending Love to ALL Affected by Hurricane Sandy. Here are ways we can help victims along the east... http://t.co/WDzF3Ekk,1
11/2/2012 1:34:31 PM,41.4776,-71.3356,Newport Buzz needs your help to help those affected by Hurricane Sandy! http://t.co/0zFfDB3g,1
11/6/2012 12:49:52 AM,40.7561,-73.987,NEW PARTY ALERT KIDDIES!!! We will have donation buckets around the bar that will go Hurricane Sandy Relief. Come... http://t.co/xWs2E5vN,1
11/4/2012 10:46:01 PM,38.8921,-77.0241,NEW on http://t.co/CAoGRcXJ Help Hurricane Sandy Victims http://t.co/amXQ0vjQ,1
11/4/2012 1:13:50 PM,40.7561,-73.987,New Jersey Shore Hurricane Sandy Relief Bracelets | Rebuild the Jersey Shore http://80.76.216.120/~jersey/,1
11/5/2012 2:51:25 AM,12.9716,77.5944,New Jersey #Governor (@govchristie) Tweets at @JustinBieber for #Help With #Sandy Relief  http://t.co/NZNs2KnP #NJ #Hurricane,1
11/1/2012 2:04:49 PM,39.9516,-75.1638,New Blog Post: #Volunteer for Hurricane #Sandy Relief http://t.co/1YAz0b2C,1
11/1/2012 11:53:25 AM,40.7561,-73.987,NewBlogpost! Hurricane Sandy: How to Help Victims and Homeless Pets http://t.co/1Exb6vhk,1
11/2/2012 12:59:35 AM,42.9003,-78.6704,Network for Good - great list of places to help Support Hurricane Sandy Relief http://t.co/6GcXZ07I,1
11/2/2012 9:24:25 PM,39.0534,-76.9758,NBC will hold a benefit concert today for victims of Hurricane Sandy featuring some artists native to the areas... http://t.co/sLwPD738,1
11/2/2012 8:35:05 AM,37.0902,-95.7129,NBCUniversals Star-Studded Telethon for Hurricane Sandy Relief: Christina Aguilera & Bruce Springsteen Set to Perform http://t.co/e49SK7uC,1
11/2/2012 8:50:32 PM,39.9516,-75.1638,@NBC benefit telethon tonight to help Hurricane Sandy relief. Tune in at 8pm ET. Help raise money for @RedCross.  #SandyHelp,1
11/2/2012 8:59:39 PM,35.2314,-80.8458,"@NapaRonCapps: Hey race fans,let's help my teammate @MartinTruexJr56 help victims of hurricane Sandy in NJ @NHRA @OakleyRacing1",1
11/3/2012 2:35:58 AM,43.6661,-79.4142,My prayer go out to all the families affected by Hurricane Sandy.You can text REDCROSS to 90999 to donate $10 or go to  http://t.co/aT9C3GVB,1
10/31/2012 1:31:09 AM,40.7561,-73.987,My new blog post.  Please consider making a donation to help the victims of Hurricane Sandy if you can:  http://t.co/DdgoOPOJ,1
11/6/2012 1:31:06 AM,-74.006,40.7144,My lovely job is participating in a blanket drive for the poor victims of hurricane sandy. Please help me pa http://t.co/V5BXqAbn,1
11/3/2012 12:26:53 AM,28.5532,-81.3644,"My home state was hit hard by hurrican Sandy. To help with the hurricane victims in Brooklyn, Staten Island, NY... http://t.co/VbnfoMbl",1
11/2/2012 6:32:31 PM,41.2102,-111.971,my brother's running the NY marathon to raise funds for the victims of Hurricane Sandy. Please consider pledging!  http://t.co/bcMdnr1m,1
11/3/2012 4:27:18 AM,40.7561,-73.987,Music Review: Songs of Sympathy at Hurricane Sandy Concert: In a telethon to raise money for the American Red Cross... http://t.co/LFeuX8rB,1
11/3/2012 4:01:20 PM,10000,10000,"MTHS athletes! If you have any items that can be donated to the Red Cross for hurricane victims, bring them to the PE office this week!",1
11/3/2012 4:54:11 PM,10000,10000,MT @Dan_Halloran: Flushing Town Hall is accepting donations for the victims of Hurricane Sandy from noon-5pm http://t.co/EFKCnbFG,1
11/3/2012 10:49:36 PM,10000,10000,"""\""""@Mrocz99: @Saraaah_a jus take his phone, pretend to put in your number and text 90999. BAM. Just donated $10 to hurricane relief :)\"""" Genius""",1
11/4/2012 10:16:13 PM,41.0229,-73.5649,@MrBrownThumb Contact Green Thumb #NYC http://t.co/DFc57Edc for post-hurricane #Sandy relief efforts and donations,1
10/31/2012 1:54:55 PM,40.7561,-73.987,#MorningsWithPLUTOCASH: How to Help Hurricane Sandy Victims http://t.co/ziiaRzSY,1
11/2/2012 4:27:30 PM,10000,10000,More Ways to Help Sandy Victims - Here are more opportunities to donate or help in light of the recent hurricane. P... http://t.co/Z3ayCgK5,1
11/5/2012 4:58:02 AM,40.7561,-73.987,More Hurricane Sandy Relief Volunteer Opportunities in NYC. http://t.co/xQJm6XON,1
10/31/2012 10:11:01 PM,-14.235,-51.9253,More blood donations needed in wake of Hurricane Sandy - WCYB: Ghana News AgencyMore blood donations needed in w... http://t.co/tIkbi9lz,1
11/4/2012 11:45:26 PM,35.2314,-80.8458,Monetary donations can be made payable to New Life Fellowship earmarked Hurricane Sandy Relief @Keetwitﾠ,1
11/2/2012 5:37:37 PM,40.6067,-74.1624,"""Monetary contributions can be made out to \""""Tunnel 2 Towers Hurricane Sandy Relief Fund\"""" here http://t.co/ok6w3S0p #helpsi""",1
11/5/2012 3:19:04 AM,10000,10000,[Mod Post] Hurricane Sandy Relief http://t.co/ykjrOoVJ #AsianPopAddict,1
11/3/2012 5:09:23 PM,40.9348,-72.9395,"""\""""Miami 2017\"""" Billy Joel Hurricane #Sandy. Text \""""REDCROSS\"""" to 90999 to donate! http://t.co/VU0Sk8Ly""",1
11/3/2012 1:26:18 AM,40.3497,-74.6597,@MetsTwerp you can go to the Red Cross website and donate directly to the Hurricane Sandy Relief fund.,1
11/3/2012 1:35:39 PM,40.0583,-74.4057,Me singing the National Anthem for Hurricane Sandy Relief just now :) Thanks to those for supporting and coming ou http://t.co/j42aP6Av,1
11/5/2012 11:37:32 PM,33.7545,-84.3897,Members Give: Hurricane Sandy Relief https://t.co/gHviO7iC,1
11/5/2012 11:04:34 PM,10000,10000,Me & @erin_babyx3 will soon be selling bracelets for $3 to raise money for Hurricane Sandy victims...stay tuned! #RebuildHoboken #RebuildNJ,1
11/2/2012 8:48:13 PM,29.76,-95.3625,"Me and @CeceVancePR are coordinating a clothing/food drive for families affected by Hurricane Sandy. If you would like to donate, DM us.",1
11/6/2012 12:11:33 AM,10000,10000,MCN Serves: Volunteer TOMORROW and THIS WEEK with MCN for Hurricane Sandy Relief Efforts #constantcontact http://t.co/b9Poa2ZW,1
11/3/2012 9:28:19 AM,51.5002,-0.126236,Mazon is an incredible charity so please check out and support its efforts for victims of Hurricane Sandy https://t.co/xUHWhLQv,1
11/3/2012 12:51:11 AM,40.7453,-73.9058,"""Mary J Blige is on! \""""Hurricane Sandy: Coming Together.\"""" To help, call 1-800-Help-Now, text REDCROSS to 90999""",1
11/3/2012 12:29:40 AM,10000,10000,@MaryBula Red Cross Text 90999 to Donate $10\1-800-HELP-NOW\1-435-7669\Hurricane Sandy Coming Together \@msnbc,1
11/3/2012 9:27:08 PM,10000,10000,Maroon 5 has some auctions on @charitybuzz to raise money for the hurricane sandy relief efforts.   http://t.co/sNGAb6lH,1
11/2/2012 6:18:42 PM,10000,10000,@marianmerritt Please RT http://t.co/kYURmOTK. Can help those affected by the Hurricane and only takes a moment. Non-monetary,1
11/4/2012 1:24:07 AM,10000,10000,@MarcosCuriel I'm putting together something to help victims of the Hurricane and I'd really like you involved. Please contact me.,1
11/2/2012 7:42:51 PM,41.4067,-75.665,Many of you are asking how you can help victims of Hurricane Sandy. There will be a collection THIS WEEKEND that... http://t.co/lpamwkIP,1
11/1/2012 5:33:06 AM,37.3201,-121.878,Many of our clients have asked what they can do to help the animals and people affected by Hurricane Sandy. Here... http://t.co/XC6EUgX0,1
11/1/2012 1:09:09 AM,34.0522,-118.243,Make your Donations are Volunteer to help The victims of Hurricane Sandy New Jersey a...: http://t.co/3g9G80L4,1
11/3/2012 4:03:14 AM,30.3262,-81.6579,MakeMyHomeFit cares. Text REDCROSS to 90999 to donate $10.00 to help those affected by Hurricane Sandy.  #SandyHelp  http://t.co/6kfuqhcA,1
10/30/2012 2:18:04 AM,10000,10000,@makeitbetter Can y'all do something w/Red Cross wednesday night to collect $$s at entry gates for Hurricane Sandy victims?,1
11/5/2012 6:18:42 PM,34.0489,-111.094,Make it a Day of Giving! Call 1-800-HELP-NOW to help the victims of Hurricane Sandy or visit http://t.co/JfRk0tU1 http://t.co/XiIRFAI9,1
11/3/2012 9:10:33 AM,-87.8431,41.8792,"Make a Donation to the hurricane sandy disaster relief through Extreme Hustlin Records Foundation, http://t.co/zsMYyOpj, click on donations",1
11/4/2012 6:04:41 PM,38.9012,-77.2653,made a donation to the #RedCross for the Hurricane Sandy Relief Fund. Everyone please do the same. http://t.co/tY0aWq68,1
11/3/2012 12:04:38 AM,10000,10000,@macklemore donate too the Red Cross for the Staten Island victims of hurricane sandy. Thanks. #sharkfacegang,1
11/4/2012 3:09:13 PM,40.0583,-74.4057,"""&lt;3 Text \""""RED CROSS\"""" to 90999 to make a $10 donation to those impacted by Hurricane Sandy &lt;3 No matter where you... http://t.co/7WmMbETX""",1
11/1/2012 2:51:10 PM,10000,10000,Love Week expands to help hurricane victims. Click here to be a part! http://t.co/GLuuLGFP #loveworks #sandyrelief,1
11/5/2012 9:05:08 PM,40.7499,-73.988,love this. RT @rackedny: Clever: Occupy Sandy is using Amazon's wedding registry to get donations for hurricane relief. http://t.co/E1YFMQ23,1
11/3/2012 3:09:43 PM,37.7006,-83.9738,Lots of great things here help with Red Cross donations! Hurricane Sandy Relief by Gail http://t.co/TCj2neWK via @Etsy,1
11/2/2012 4:37:51 PM,29.76,-95.3625,Looking to provide aid to areas affected by Hurricane Sandy? Text HUMANE to 80888 or UWHC to 52000 from a #Verizon device.,1
11/1/2012 4:48:22 PM,10000,10000,"Looking to make a donation for the hurricane sandy relief  efforts? For $20 you get a cute shirt, and all pr http://t.co/TdmMXV1U",1
11/4/2012 8:58:25 PM,41.0406,-73.8643,Looking through closets and pantry for potential donations for Hurricane Sandy Relief. #timetopurge,1
11/3/2012 4:22:39 PM,40.6752,-73.971,"Looking for ways to help with the Hurricane Sandy relief efforts?  Well, I know for a fact that you have clothes... http://t.co/kLb5523b",1
11/5/2012 8:28:46 PM,40.6752,-73.971,Looking for ways to help with Hurricane Sandy relief efforts? CITYMEALS to 20222 and a $5 donation will be charged to your phone bill.,1
10/30/2012 9:38:42 PM,30.3889,-86.2286,Looking for ways to help those in Hurricane Sandy's path?...\\http://t.co/18rTV6Mz http://t.co/iODidEju,1
10/31/2012 10:47:59 AM,34.0007,-81.0353,Looking for ways to help those affected by Hurricane Sandy? Tips via http://t.co/TqO02K1Q. http://t.co/YROLH12V,1
11/5/2012 6:55:01 PM,10000,10000,Looking for ways to help Hurricane Sandy victims? Visit http://t.co/GwC6h8Ve\See how others are making a difference! Also on Facebook:),1
11/5/2012 5:34:37 PM,40.7561,-73.987,Looking for ways to help after Hurricane Sandy? Check out these places and ways to volunteer - http://t.co/2E1DIaV6 http://t.co/GCHkaUOq,1
11/5/2012 3:59:26 PM,37.5408,-77.4339,"Looking for some way to help those affected by Hurricane Sandy? One of our favorite shop designers, Perch!, had... http://t.co/3GIVMsgG",1
11/6/2012 1:33:12 AM,45.4235,-75.6979,Looking for people to help me organize Jewish Ottawa fundraiser (BBQ & Bake Sale?) for Hurricane #Sandy Relief. Msg me\\http://t.co/aFYziRre,1
11/1/2012 9:53:35 PM,10000,10000,Looking for a safe way to donate to Hurricane Sandy victims? http://t.co/mpVGPqSD http://t.co/OuiTc5f4,1
11/5/2012 6:37:47 PM,30.3262,-81.6579,Locations collecting supplies for Hurricane Sandy victims: http://t.co/g9jN0AGB,1
11/3/2012 10:32:18 PM,10000,10000,Local relief efforts under way for Hurricane Sandy victims http://t.co/Fk6kFVMo,1
11/4/2012 8:50:11 PM,37.4316,-78.6569,Local collection drives for Hurricane Sandy relief: Want to help the victims of Hurricane Sandy in New York and ... http://t.co/d0zmyLyd,1
11/5/2012 12:49:00 PM,38.7809,-77.482,Local collection drives for Hurricane Sandy relief http://t.co/MlAxfPqq Most read by neighbors in #LochLomond #Manassas,1
11/2/2012 3:26:54 PM,39.0992,-84.5175,"Local 12 News: How To Help Hurricane Sandy Victims - Groups are beginning to organize clothing, food, donation drive... http://t.co/HG6a3tYH",1
11/6/2012 5:05:02 AM,40.7499,-73.988,"""Lmao RT \""""@tht_1_kiid: They asked me for donations for hurricane sandy... nigga I was hit to\""""""",1
11/3/2012 8:17:15 PM,27.6648,-81.5158,@Lizzie0904 @WhoopiGoldberg Try link for list how 2 help: How to Help Hurricane Sandy Victims - ABC News http://t.co/TTdIrIXx ﾅ (via @ABC),1
11/2/2012 5:03:22 PM,40.7561,-73.987,Living Room ~ W Times Square will be accepting open (non-monetary) donations for Hurricane Sandy victims. Please... http://t.co/IAl7p2Du,1
11/3/2012 3:58:30 AM,36.0397,-114.982,LIVE: Watch NBC's Telethon to raise money for Hurricane Sandy relief efforts: NBC's hosting a benefit... http://t.co/Ky1mNseG #henderson,1
11/3/2012 4:14:16 PM,39.9516,-75.1638,"Little Shelter damaged by Hurricane Sandy on Long Island in New York!   They need donations of items, donations... http://t.co/KNCIZSfD",1
11/1/2012 9:35:17 PM,10000,10000,List of RED Cross Centers for Victims of Hurricane #Sandy and Some resources http://t.co/LEA3WfZa  #OpSandyRelief #SandyAid #SandyVolunteer,1
11/4/2012 1:00:40 AM,40.7561,-73.987,.@linkinpark Music for Relief organization is aiding Hurricane Sandy victims. Find out how to help or donate here: http://t.co/DJ0cGaQ8,1
11/5/2012 11:59:22 PM,40.1066,-88.1956,Like us to help victims of Hurricane Sandy! - http://t.co/pQiG8MzP,1
11/4/2012 4:36:49 PM,40.7719,-73.9306,Like us on facebook and spread the word! http://t.co/Xtz1a0tG #Astoria Pub Crawl Sat Nov 17th. ALL proceeds go to Hurricane Sandy Relief!,1
11/1/2012 1:30:13 AM,10000,10000,Like our Facebook page and we will donate $5 to The Red Cross to help the victims of Hurricane Sandy! http://t.co/RVx89nYG,1
11/5/2012 2:43:03 AM,40.0583,-74.4057,"""\""""Like\"""" http://t.co/jSpXJWd0 to find help or learn how you can help victims of the hurricane.""",1
11/4/2012 4:29:57 AM,10000,10000,"""'LIKE\"""" http://t.co/FHgXTzoV page and we'll donate $1 to the Red Cross for the victims of Hurricane... http://t.co/MOiC38Rv""",1
11/6/2012 2:30:32 AM,40.7561,-73.987,"Let this card remind you, to please donate to Hurricane Sandy Relief http://t.co/60pzL1TT",1
11/2/2012 2:30:16 AM,39.7496,-105.216,Let's work together to help victims of Hurricane Sandy. Join in our G+ contest. Get more info from our blog: http://t.co/GVvCsgYt,1
11/3/2012 6:49:52 PM,34.0522,-118.243,Lets unite and help those who have been affected by Hurricane Sandy. Go to http://t.co/YKNWC6EJ #NOW to donate. #SandyHelp,1
11/4/2012 5:00:11 PM,40.7561,-73.987,Let's show the people hit by the hurricane that we got their backs! Txt REDCROSS to 90900 & $10 will be donated to those in need. #SandyHelp,1
11/5/2012 3:49:25 PM,10000,10000,Let's Shop New Post: Shop for the Cause {Hurricane Sandy Relief on Etsy} http://t.co/9pyR2LFP,1
11/3/2012 2:49:23 AM,10000,10000,Let's send positive energy to everyone but especially those affected by the hurricane. You can help by texting 90999 to Red Cross.,1
11/3/2012 4:15:51 PM,40.7561,-73.987,Let's keep up the support for Hurricane #Sandy relief! Donate to @CityHarvest by redeeming your Delivery Points today. https://t.co/OaugxfGV,1
11/5/2012 8:50:17 AM,41.8719,12.5674,Let's help for the hurricane relief http://t.co/WGS8QGmC - Items titled benefits hurricane relief will donate 100% of profits to RedCross,1
10/30/2012 8:11:45 PM,34.0752,-118.399,Let's do what we can and make a donation http://t.co/KCQNLd1D to help those affected by Hurricane #Sandy,1
11/6/2012 4:16:37 PM,10000,10000,@LeahRemini  ...Leah thank you for all you are doing to raise awareness for hurricane victims. Now they need donations of underwear.,1
11/3/2012 7:56:48 AM,52.9399,-73.5491,"� LA UNE: Beyond Occupy: Live video #sandyhelp Hurricane Sandy Relief please help s� http://t.co/48XZsRtf, see more http://t.co/pOQHdfpO",1
11/1/2012 9:27:42 PM,10000,10000,Latinos In Social Media is holding a Twitter fundraising event tonight for Hurricane Sandy relief. http://t.co/WQmYUUb9 #SoyRebelde,1
11/4/2012 12:14:21 AM,40.5512,-85.6024,Ladies. When a man hands you his phone instead of putting in a fake # text STORM to 80888 and he will donate $10 to hurricane relief. #sandy,1
11/3/2012 6:08:09 PM,40.0067,-75.7027,"Ladies,when a guy hands you his phone asking for your number, text REDCROSS to 90999 so he donates $10 to the hurricane disaster relief fund",1
11/6/2012 3:59:49 PM,33.4483,-112.074,@KyleRichards18 FUND RAISER FOR HURRICANE SANDY VICTIMS https://t.co/53j4z6UP my book is $2.99 all profit going to fund raiser - can U help?,1
11/2/2012 10:02:44 AM,41.5202,-90.5836,@kwqcnews come give to the victims of hurricane #sandy  were taking monetary donations for the @RedCross http://t.co/ziWs7Zc7,1
11/1/2012 3:09:12 PM,43.5974,-116.3,KTVB 7: Blood donors needed for Hurricane Sandy relief - http://t.co/0kZS1TNV,1
10/30/2012 10:29:31 PM,37.7752,-122.419,@KseniaSolo @Angie_Harmon  Please R/T  Donate to Hurricane Sandy victims with a simple text message: http://t.co/z7tMgRT1,1
11/3/2012 12:22:21 AM,10000,10000,@KimKardashian please tweet for people to make donations to hurricane sandy victims #SandyHelp,1
11/2/2012 4:46:33 PM,36.1146,-115.173,K.I.D.S. needs merchandise donations for Hurricane Sandy relief.  http://t.co/wdvA64eJ  Assist if you can.,1
11/5/2012 12:18:31 PM,40.7561,-73.987,Kicking off our Day of Giving on @GMA. Hope you'll donate to the hurricane relief: 1-800-help-now or http://t.co/wBl1yg1S,1
11/5/2012 9:08:23 PM,10000,10000,@KhloeKardashian since u have so many followers could u ask for people to donate baby food and toys for the victims of hurricane sandy,1
11/3/2012 10:06:04 PM,32.7188,-117.164,@KhloeKardashian Please help spread the challenge & RT - My request / challenge to Mitt Romney to help Hurricane Sandy http://t.co/PnJgDrsi,1
11/2/2012 9:54:28 PM,34.0522,-118.243,ﾓ@kevinbacon:  please watch!  Hurricane Sandy relief concert tonight @NBC ﾖ 8pm ET. Help raise money for @RedCross! #SandyHelpﾔ #indiegogo,1
11/3/2012 1:26:06 PM,10000,10000,Karen and Ramona Video Asking help for Staten Island victims of hurricane @ http://t.co/YgVWpVHh Please! Whatever you can spare to help!,1
10/31/2012 4:49:10 PM,10000,10000,Just some information for those interested in volunteering to help the victims of Hurricane Sandy!!! A great http://t.co/PmDpkTGl,1
10/31/2012 3:57:46 PM,10000,10000,Just one of the many ways we can help those most affected by Hurricane Sandy. Please list any other avenues of supporthttp://t.co/w4CnlzgB,1
11/4/2012 6:46:36 PM,10000,10000,@justinbieber text CONVOY to 50555!! $10 donation goes to Hurricane Sandy victims! Together we can help!,1
